"chromosome","position","strand","cellType","patient","reads","sampleReplicate","timePoint","timePointMonths","inferredCells","relativeAbundance","nearestGene","source","sample"
"chr17",31841688,"+","Tcells","p00001",1,"GTSP0019-1","m6",6,1,0.103950103950104,"COPRS","Illumina","GTSP0019"
"chr17",35541349,"+","Tcells","p00001",2,"GTSP0019-1","m6",6,1,0.103950103950104,"SLFN14","Illumina","GTSP0019"
"chr17",48546811,"+","Tcells","p00001",1012,"GTSP0019-2","m6",6,1,0.103950103950104,"HOXB-AS1","Illumina","GTSP0019"
"chr17",538607,"+","Tcells","p00001",27,"GTSP0019-1","m6",6,1,0.103950103950104,"VPS53","Illumina","GTSP0019"
"chr17",58342714,"+","Tcells","p00001",10,"GTSP0019-3","m6",6,1,0.103950103950104,"TSPOAP1-AS1","Illumina","GTSP0019"
"chr17",64394994,"+","Tcells","p00001",1720,"GTSP0019-3","m6",6,2,0.207900207900208,"PECAM1","Illumina","GTSP0019"
"chr17",64450069,"+","Tcells","p00001",649,"GTSP0019-3","m6",6,2,0.207900207900208,"MILR1","Illumina","GTSP0019"
"chr17",7241469,"+","Tcells","p00001",502,"GTSP0019-4","m6",6,1,0.103950103950104,"GABARAP","Illumina","GTSP0019"
"chr17",7583579,"+","Tcells","p00001",20,"GTSP0019-1","m6",6,1,0.103950103950104,"LOC100996842","Illumina","GTSP0019"
"chr17",77442438,"+","Tcells","p00001",37,"GTSP0019-2","m6",6,1,0.103950103950104,"SEPT9","Illumina","GTSP0019"
"chr17",7880028,"+","Tcells","p00001",5,"GTSP0019-2","m6",6,1,0.103950103950104,"NAA38","Illumina","GTSP0019"
"chr18",21682626,"-","Tcells","p00001",2072,"GTSP0019-1","m6",6,3,0.311850311850312,"ABHD3","Illumina","GTSP0019"
"chr18",25325110,"-","Tcells","p00001",46,"GTSP0019-2","m6",6,1,0.103950103950104,"ZNF521","Illumina","GTSP0019"
"chr18",32041590,"-","Tcells","p00001",286,"GTSP0019-4","m6",6,1,0.103950103950104,"RNF125","Illumina","GTSP0019"
"chr18",35462285,"-","Tcells","p00001",912,"GTSP0019-2","m6",6,1,0.103950103950104,"INO80C","Illumina","GTSP0019"
"chr18",9153693,"-","Tcells","p00001",2558,"GTSP0019-1","m6",6,2,0.207900207900208,"ANKRD12","Illumina","GTSP0019"
"chr18",3248474,"+","Tcells","p00001",2319,"GTSP0019-2","m6",6,4,0.415800415800416,"MYL12A","Illumina","GTSP0019"
"chr18",51155126,"+","Tcells","p00001",3778,"GTSP0019-1","m6",6,6,0.623700623700624,"MEX3C","Illumina","GTSP0019"
"chr18",59882322,"+","Tcells","p00001",304,"GTSP0019-4","m6",6,1,0.103950103950104,"PMAIP1","Illumina","GTSP0019"
"chr18",9868863,"+","Tcells","p00001",343,"GTSP0019-3","m6",6,1,0.103950103950104,"RAB31","Illumina","GTSP0019"
"chr19",14419721,"-","Tcells","p00001",3173,"GTSP0019-1","m6",6,3,0.311850311850312,"DDX39A","Illumina","GTSP0019"
"chr19",40434512,"-","Tcells","p00001",523,"GTSP0019-2","m6",6,3,0.311850311850312,"SERTAD3","Illumina","GTSP0019"
"chr19",41421145,"-","Tcells","p00001",324,"GTSP0019-1","m6",6,1,0.103950103950104,"BCKDHA","Illumina","GTSP0019"
"chr19",8505626,"-","Tcells","p00001",7401,"GTSP0019-1","m6",6,11,1.14345114345114,"PRAM1","Illumina","GTSP0019"
"chr19",12240872,"+","Tcells","p00001",447,"GTSP0019-4","m6",6,1,0.103950103950104,"ZNF44","Illumina","GTSP0019"
"chr19",16365476,"+","Tcells","p00001",391,"GTSP0019-2","m6",6,1,0.103950103950104,"EPS15L1","Illumina","GTSP0019"
"chr19",17750166,"+","Tcells","p00001",547,"GTSP0019-1","m6",6,3,0.311850311850312,"FCHO1","Illumina","GTSP0019"
"chr19",17792639,"+","Tcells","p00001",5141,"GTSP0019-1","m6",6,10,1.03950103950104,"B3GNT3","Illumina","GTSP0019"
"chr19",18303353,"+","Tcells","p00001",126,"GTSP0019-3","m6",6,1,0.103950103950104,"LSM4","Illumina","GTSP0019"
"chr19",3132138,"+","Tcells","p00001",3,"GTSP0019-2","m6",6,1,0.103950103950104,"GNA15","Illumina","GTSP0019"
"chr19",3135335,"+","Tcells","p00001",180,"GTSP0019-3","m6",6,2,0.207900207900208,"GNA15","Illumina","GTSP0019"
"chr19",32422472,"+","Tcells","p00001",6,"GTSP0019-3","m6",6,1,0.103950103950104,"DPY19L3","Illumina","GTSP0019"
"chr19",38238543,"+","Tcells","p00001",1,"GTSP0019-3","m6",6,1,0.103950103950104,"DPF1","Illumina","GTSP0019"
"chr19",38865136,"+","Tcells","p00001",1294,"GTSP0019-4","m6",6,1,0.103950103950104,"RINL","Illumina","GTSP0019"
"chr19",39480025,"+","Tcells","p00001",27,"GTSP0019-3","m6",6,1,0.103950103950104,"TIMM50","Illumina","GTSP0019"
"chr19",40427048,"+","Tcells","p00001",1697,"GTSP0019-2","m6",6,2,0.207900207900208,"SERTAD1","Illumina","GTSP0019"
"chr19",41200432,"+","Tcells","p00001",1,"GTSP0019-3","m6",6,1,0.103950103950104,"CYP2S1","Illumina","GTSP0019"
"chr19",44112327,"+","Tcells","p00001",839,"GTSP0019-3","m6",6,1,0.103950103950104,"LOC100379224","Illumina","GTSP0019"
"chr19",49486763,"+","Tcells","p00001",18,"GTSP0019-2","m6",6,1,0.103950103950104,"FLT3LG","Illumina","GTSP0019"
"chr19",7706055,"+","Tcells","p00001",8,"GTSP0019-2","m6",6,1,0.103950103950104,"FCER2","Illumina","GTSP0019"
"chr19",8493558,"+","Tcells","p00001",57,"GTSP0019-4","m6",6,1,0.103950103950104,"PRAM1","Illumina","GTSP0019"
"chr19",9796629,"+","Tcells","p00001",1766,"GTSP0019-4","m6",6,1,0.103950103950104,"FBXL12","Illumina","GTSP0019"
"chr2",111493604,"-","Tcells","p00001",1,"GTSP0019-2","m6",6,1,0.103950103950104,"MIR4435-2HG","Illumina","GTSP0019"
"chr2",136141152,"-","Tcells","p00001",56,"GTSP0019-3","m6",6,1,0.103950103950104,"CXCR4","Illumina","GTSP0019"
"chr2",196160910,"-","Tcells","p00001",768,"GTSP0019-2","m6",6,2,0.207900207900208,"STK17B","Illumina","GTSP0019"
"chr2",197254136,"-","Tcells","p00001",2,"GTSP0019-3","m6",6,1,0.103950103950104,"ANKRD44,ANKRD44-IT1","Illumina","GTSP0019"
"chr2",197295725,"-","Tcells","p00001",318,"GTSP0019-1","m6",6,2,0.207900207900208,"ANKRD44,ANKRD44-IT1","Illumina","GTSP0019"
"chr2",197323586,"-","Tcells","p00001",18,"GTSP0019-4","m6",6,1,0.103950103950104,"ANKRD44","Illumina","GTSP0019"
"chr2",200696063,"-","Tcells","p00001",1744,"GTSP0019-1","m6",6,2,0.207900207900208,"AOX3P-AOX2P","Illumina","GTSP0019"
"chr2",201258756,"-","Tcells","p00001",92,"GTSP0019-3","m6",6,1,0.103950103950104,"CASP8","Illumina","GTSP0019"
"chr2",34517593,"-","Tcells","p00001",1154,"GTSP0019-1","m6",6,1,0.103950103950104,"LINC01320","Illumina","GTSP0019"
"chr2",42168995,"-","Tcells","p00001",4016,"GTSP0019-2","m6",6,5,0.51975051975052,"LOC102723824","Illumina","GTSP0019"
"chr2",42933045,"-","Tcells","p00001",191,"GTSP0019-2","m6",6,1,0.103950103950104,"LINC01819","Illumina","GTSP0019"
"chr2",54587436,"-","Tcells","p00001",2416,"GTSP0019-1","m6",6,5,0.51975051975052,"SPTBN1","Illumina","GTSP0019"
"chr2",60392324,"-","Tcells","p00001",586,"GTSP0019-3","m6",6,2,0.207900207900208,"MIR4432HG","Illumina","GTSP0019"
"chr2",64666942,"-","Tcells","p00001",376,"GTSP0019-4","m6",6,1,0.103950103950104,"SERTAD2","Illumina","GTSP0019"
"chr2",68364412,"-","Tcells","p00001",2140,"GTSP0019-1","m6",6,2,0.207900207900208,"PLEK","Illumina","GTSP0019"
"chr2",96225977,"-","Tcells","p00001",1270,"GTSP0019-1","m6",6,3,0.311850311850312,"STARD7-AS1","Illumina","GTSP0019"
"chr2",98761308,"-","Tcells","p00001",9,"GTSP0019-3","m6",6,1,0.103950103950104,"LOC101927070","Illumina","GTSP0019"
"chr2",144374030,"+","Tcells","p00001",141,"GTSP0019-1","m6",6,1,0.103950103950104,"ZEB2","Illumina","GTSP0019"
"chr2",144583276,"+","Tcells","p00001",387,"GTSP0019-4","m6",6,1,0.103950103950104,"LINC01412","Illumina","GTSP0019"
"chr2",181306759,"+","Tcells","p00001",1189,"GTSP0019-1","m6",6,2,0.207900207900208,"LINC01934","Illumina","GTSP0019"
"chr2",20352684,"+","Tcells","p00001",3,"GTSP0019-2","m6",6,1,0.103950103950104,"PUM2","Illumina","GTSP0019"
"chr2",213101794,"+","Tcells","p00001",20,"GTSP0019-3","m6",6,1,0.103950103950104,"IKZF2","Illumina","GTSP0019"
"chr2",216001777,"+","Tcells","p00001",1212,"GTSP0019-2","m6",6,2,0.207900207900208,"MREG","Illumina","GTSP0019"
"chr2",236537956,"+","Tcells","p00001",827,"GTSP0019-1","m6",6,1,0.103950103950104,"IQCA1","Illumina","GTSP0019"
"chr2",236542203,"+","Tcells","p00001",95,"GTSP0019-1","m6",6,1,0.103950103950104,"ACKR3","Illumina","GTSP0019"
"chr2",236546375,"+","Tcells","p00001",1759,"GTSP0019-1","m6",6,5,0.51975051975052,"ACKR3","Illumina","GTSP0019"
"chr2",237941575,"+","Tcells","p00001",17,"GTSP0019-2","m6",6,1,0.103950103950104,"UBE2F,UBE2F-SCLY","Illumina","GTSP0019"
"chr2",25251281,"+","Tcells","p00001",2047,"GTSP0019-2","m6",6,4,0.415800415800416,"DNMT3A","Illumina","GTSP0019"
"chr2",38095903,"+","Tcells","p00001",851,"GTSP0019-1","m6",6,1,0.103950103950104,"CYP1B1","Illumina","GTSP0019"
"chr2",43211725,"+","Tcells","p00001",3452,"GTSP0019-1","m6",6,15,1.55925155925156,"ZFP36L2","Illumina","GTSP0019"
"chr2",8489218,"+","Tcells","p00001",94,"GTSP0019-2","m6",6,1,0.103950103950104,"LINC01814","Illumina","GTSP0019"
"chr2",84943067,"+","Tcells","p00001",1404,"GTSP0019-2","m6",6,2,0.207900207900208,"KCMF1","Illumina","GTSP0019"
"chr2",8542601,"+","Tcells","p00001",1,"GTSP0019-2","m6",6,1,0.103950103950104,"LINC01814","Illumina","GTSP0019"
"chr2",96765678,"+","Tcells","p00001",114,"GTSP0019-4","m6",6,1,0.103950103950104,"CNNM4","Illumina","GTSP0019"
"chr2",99828173,"+","Tcells","p00001",282,"GTSP0019-4","m6",6,1,0.103950103950104,"AFF3","Illumina","GTSP0019"
"chr20",11060639,"-","Tcells","p00001",862,"GTSP0019-1","m6",6,1,0.103950103950104,"LOC101929413","Illumina","GTSP0019"
"chr20",24290849,"-","Tcells","p00001",324,"GTSP0019-3","m6",6,1,0.103950103950104,"LINC01721","Illumina","GTSP0019"
"chr20",32540655,"-","Tcells","p00001",3784,"GTSP0019-1","m6",6,5,0.51975051975052,"NOL4L","Illumina","GTSP0019"
"chr20",35768593,"-","Tcells","p00001",800,"GTSP0019-2","m6",6,1,0.103950103950104,"PHF20","Illumina","GTSP0019"
"chr20",47357178,"-","Tcells","p00001",1325,"GTSP0019-1","m6",6,2,0.207900207900208,"ZMYND8","Illumina","GTSP0019"
"chr20",47363895,"-","Tcells","p00001",2375,"GTSP0019-1","m6",6,1,0.103950103950104,"ZMYND8","Illumina","GTSP0019"
"chr20",53622440,"-","Tcells","p00001",2,"GTSP0019-3","m6",6,1,0.103950103950104,"LOC105372672","Illumina","GTSP0019"
"chr20",53622473,"-","Tcells","p00001",1206,"GTSP0019-2","m6",6,1,0.103950103950104,"LOC105372672","Illumina","GTSP0019"
"chr20",53629868,"-","Tcells","p00001",1143,"GTSP0019-1","m6",6,2,0.207900207900208,"LOC105372672","Illumina","GTSP0019"
"chr20",59942076,"-","Tcells","p00001",287,"GTSP0019-3","m6",6,1,0.103950103950104,"FAM217B","Illumina","GTSP0019"
"chr20",60046420,"-","Tcells","p00001",1365,"GTSP0019-1","m6",6,3,0.311850311850312,"C20ORF197","Illumina","GTSP0019"
"chr20",8151800,"-","Tcells","p00001",848,"GTSP0019-1","m6",6,1,0.103950103950104,"PLCB1","Illumina","GTSP0019"
"chr20",17650925,"+","Tcells","p00001",1559,"GTSP0019-1","m6",6,1,0.103950103950104,"RRBP1","Illumina","GTSP0019"
"chr20",37379910,"+","Tcells","p00001",76,"GTSP0019-4","m6",6,1,0.103950103950104,"SRC","Illumina","GTSP0019"
"chr20",45362431,"+","Tcells","p00001",34,"GTSP0019-4","m6",6,1,0.103950103950104,"SYS1","Illumina","GTSP0019"
"chr20",45812019,"+","Tcells","p00001",3764,"GTSP0019-3","m6",6,2,0.207900207900208,"UBE2C","Illumina","GTSP0019"
"chr20",49813582,"+","Tcells","p00001",168,"GTSP0019-2","m6",6,1,0.103950103950104,"SLC9A8","Illumina","GTSP0019"
"chr20",53639832,"+","Tcells","p00001",2327,"GTSP0019-1","m6",6,4,0.415800415800416,"LOC105372672","Illumina","GTSP0019"
"chr21",14676359,"-","Tcells","p00001",766,"GTSP0019-4","m6",6,1,0.103950103950104,"LOC388813","Illumina","GTSP0019"
"chr21",37357142,"-","Tcells","p00001",8657,"GTSP0019-1","m6",6,19,1.97505197505198,"DYRK1A","Illumina","GTSP0019"
"chr21",38988316,"-","Tcells","p00001",250,"GTSP0019-3","m6",6,1,0.103950103950104,"LINC01700","Illumina","GTSP0019"
"chr21",25961615,"+","Tcells","p00001",270,"GTSP0019-4","m6",6,1,0.103950103950104,"APP","Illumina","GTSP0019"
"chr21",33384272,"+","Tcells","p00001",2456,"GTSP0019-2","m6",6,6,0.623700623700624,"IFNGR2","Illumina","GTSP0019"
"chr21",34995346,"+","Tcells","p00001",197,"GTSP0019-1","m6",6,3,0.311850311850312,"RUNX1","Illumina","GTSP0019"
"chr21",38809143,"+","Tcells","p00001",483,"GTSP0019-4","m6",6,1,0.103950103950104,"ETS2","Illumina","GTSP0019"
"chr21",41926851,"+","Tcells","p00001",535,"GTSP0019-1","m6",6,1,0.103950103950104,"C2CD2","Illumina","GTSP0019"
"chr22",37308759,"-","Tcells","p00001",2361,"GTSP0019-1","m6",6,3,0.311850311850312,"CYTH4","Illumina","GTSP0019"
"chr22",23579925,"+","Tcells","p00001",478,"GTSP0019-4","m6",6,1,0.103950103950104,"IGLL1","Illumina","GTSP0019"
"chr22",25567875,"+","Tcells","p00001",14,"GTSP0019-4","m6",6,1,0.103950103950104,"GRK3","Illumina","GTSP0019"
"chr22",27613738,"+","Tcells","p00001",1251,"GTSP0019-1","m6",6,3,0.311850311850312,"MN1","Illumina","GTSP0019"
"chr22",28808690,"+","Tcells","p00001",1,"GTSP0019-4","m6",6,1,0.103950103950104,"XBP1","Illumina","GTSP0019"
"chr22",28809330,"+","Tcells","p00001",38,"GTSP0019-1","m6",6,1,0.103950103950104,"XBP1","Illumina","GTSP0019"
"chr22",37919736,"+","Tcells","p00001",476,"GTSP0019-3","m6",6,1,0.103950103950104,"MIR5096,MICALL1","Illumina","GTSP0019"
"chr22",40465225,"+","Tcells","p00001",1469,"GTSP0019-1","m6",6,3,0.311850311850312,"MKL1","Illumina","GTSP0019"
"chr22",49834736,"+","Tcells","p00001",529,"GTSP0019-1","m6",6,2,0.207900207900208,"BRD1","Illumina","GTSP0019"
"chr3_GL383526v1_alt",95011,"-","Tcells","p00001",3,"GTSP0019-3","m6",6,1,0.103950103950104,"MIR548I1","Illumina","GTSP0019"
"chr3",108124292,"-","Tcells","p00001",1324,"GTSP0019-4","m6",6,1,0.103950103950104,"LINC01215","Illumina","GTSP0019"
"chr3",108126601,"-","Tcells","p00001",1804,"GTSP0019-2","m6",6,3,0.311850311850312,"LINC01215","Illumina","GTSP0019"
"chr3",112390263,"-","Tcells","p00001",2212,"GTSP0019-2","m6",6,2,0.207900207900208,"CD200","Illumina","GTSP0019"
"chr3",151673841,"-","Tcells","p00001",101,"GTSP0019-3","m6",6,1,0.103950103950104,"AADACL2","Illumina","GTSP0019"
"chr3",159848426,"-","Tcells","p00001",2,"GTSP0019-1","m6",6,1,0.103950103950104,"IQCJ-SCHIP1,SCHIP1","Illumina","GTSP0019"
"chr3",159855982,"-","Tcells","p00001",224,"GTSP0019-1","m6",6,1,0.103950103950104,"IQCJ-SCHIP1,SCHIP1","Illumina","GTSP0019"
"chr3",177144276,"-","Tcells","p00001",1369,"GTSP0019-1","m6",6,2,0.207900207900208,"TBL1XR1","Illumina","GTSP0019"
"chr3",181894425,"-","Tcells","p00001",9,"GTSP0019-2","m6",6,1,0.103950103950104,"LINC01206","Illumina","GTSP0019"
"chr3",30643325,"-","Tcells","p00001",35,"GTSP0019-1","m6",6,1,0.103950103950104,"TGFBR2","Illumina","GTSP0019"
"chr3",31228003,"-","Tcells","p00001",2038,"GTSP0019-1","m6",6,1,0.103950103950104,"MIR466","Illumina","GTSP0019"
"chr3",36908299,"-","Tcells","p00001",6698,"GTSP0019-1","m6",6,13,1.35135135135135,"TRANK1","Illumina","GTSP0019"
"chr3",69084155,"-","Tcells","p00001",2889,"GTSP0019-1","m6",6,4,0.415800415800416,"ARL6IP5","Illumina","GTSP0019"
"chr3",71207415,"-","Tcells","p00001",5,"GTSP0019-4","m6",6,1,0.103950103950104,"FOXP1","Illumina","GTSP0019"
"chr3",71441201,"-","Tcells","p00001",2261,"GTSP0019-1","m6",6,4,0.415800415800416,"FOXP1","Illumina","GTSP0019"
"chr3",98734520,"-","Tcells","p00001",153,"GTSP0019-2","m6",6,1,0.103950103950104,"ST3GAL6","Illumina","GTSP0019"
"chr3",100073299,"+","Tcells","p00001",552,"GTSP0019-4","m6",6,1,0.103950103950104,"CMSS1,FILIP1L","Illumina","GTSP0019"
"chr3",105362607,"+","Tcells","p00001",312,"GTSP0019-3","m6",6,1,0.103950103950104,"ALCAM","Illumina","GTSP0019"
"chr3",108133297,"+","Tcells","p00001",1804,"GTSP0019-1","m6",6,2,0.207900207900208,"LINC01215","Illumina","GTSP0019"
"chr3",134485520,"+","Tcells","p00001",294,"GTSP0019-3","m6",6,1,0.103950103950104,"ANAPC13","Illumina","GTSP0019"
"chr3",152205133,"+","Tcells","p00001",760,"GTSP0019-4","m6",6,1,0.103950103950104,"LOC101928166","Illumina","GTSP0019"
"chr3",15290351,"+","Tcells","p00001",78,"GTSP0019-1","m6",6,1,0.103950103950104,"SH3BP5","Illumina","GTSP0019"
"chr3",16997343,"+","Tcells","p00001",492,"GTSP0019-2","m6",6,1,0.103950103950104,"PLCL2","Illumina","GTSP0019"
"chr3",172319532,"+","Tcells","p00001",2150,"GTSP0019-1","m6",6,2,0.207900207900208,"FNDC3B","Illumina","GTSP0019"
"chr3",177144272,"+","Tcells","p00001",715,"GTSP0019-1","m6",6,1,0.103950103950104,"TBL1XR1","Illumina","GTSP0019"
"chr3",179415794,"+","Tcells","p00001",3488,"GTSP0019-1","m6",6,11,1.14345114345114,"GNB4","Illumina","GTSP0019"
"chr3",32420169,"+","Tcells","p00001",1054,"GTSP0019-1","m6",6,1,0.103950103950104,"CMTM7","Illumina","GTSP0019"
"chr3",52317481,"+","Tcells","p00001",1269,"GTSP0019-3","m6",6,2,0.207900207900208,"DNAH1","Illumina","GTSP0019"
"chr3",69084187,"+","Tcells","p00001",459,"GTSP0019-1","m6",6,1,0.103950103950104,"ARL6IP5","Illumina","GTSP0019"
"chr3",69339718,"+","Tcells","p00001",1868,"GTSP0019-2","m6",6,2,0.207900207900208,"FRMD4B","Illumina","GTSP0019"
"chr3",71443480,"+","Tcells","p00001",3547,"GTSP0019-1","m6",6,4,0.415800415800416,"FOXP1","Illumina","GTSP0019"
"chr4",140099944,"-","Tcells","p00001",1171,"GTSP0019-2","m6",6,1,0.103950103950104,"MAML3","Illumina","GTSP0019"
"chr4",142697021,"-","Tcells","p00001",57,"GTSP0019-4","m6",6,1,0.103950103950104,"INPP4B","Illumina","GTSP0019"
"chr4",165612094,"-","Tcells","p00001",128,"GTSP0019-3","m6",6,1,0.103950103950104,"LINC01179","Illumina","GTSP0019"
"chr4",169009628,"-","Tcells","p00001",1214,"GTSP0019-1","m6",6,2,0.207900207900208,"CBR4","Illumina","GTSP0019"
"chr4",17613975,"-","Tcells","p00001",2021,"GTSP0019-2","m6",6,6,0.623700623700624,"MED28","Illumina","GTSP0019"
"chr4",184684962,"-","Tcells","p00001",394,"GTSP0019-1","m6",6,1,0.103950103950104,"PRIMPOL","Illumina","GTSP0019"
"chr4",37757922,"-","Tcells","p00001",1373,"GTSP0019-4","m6",6,1,0.103950103950104,"PGM2","Illumina","GTSP0019"
"chr4",73707707,"-","Tcells","p00001",1117,"GTSP0019-4","m6",6,1,0.103950103950104,"CXCL8","Illumina","GTSP0019"
"chr4",79666711,"-","Tcells","p00001",808,"GTSP0019-2","m6",6,1,0.103950103950104,"LINC00989","Illumina","GTSP0019"
"chr4",83034181,"-","Tcells","p00001",279,"GTSP0019-1","m6",6,1,0.103950103950104,"COPS4","Illumina","GTSP0019"
"chr4",108455458,"+","Tcells","p00001",1015,"GTSP0019-4","m6",6,1,0.103950103950104,"RPL34-AS1","Illumina","GTSP0019"
"chr4",139666424,"+","Tcells","p00001",910,"GTSP0019-4","m6",6,1,0.103950103950104,"MGST2","Illumina","GTSP0019"
"chr4",139785235,"+","Tcells","p00001",152,"GTSP0019-1","m6",6,2,0.207900207900208,"MAML3","Illumina","GTSP0019"
"chr4",164535205,"+","Tcells","p00001",1,"GTSP0019-3","m6",6,1,0.103950103950104,"MARCH1","Illumina","GTSP0019"
"chr4",32143623,"+","Tcells","p00001",683,"GTSP0019-3","m6",6,1,0.103950103950104,"LOC102723828","Illumina","GTSP0019"
"chr4",36286213,"+","Tcells","p00001",589,"GTSP0019-3","m6",6,1,0.103950103950104,"DTHD1","Illumina","GTSP0019"
"chr4",36323596,"+","Tcells","p00001",1041,"GTSP0019-2","m6",6,1,0.103950103950104,"DTHD1","Illumina","GTSP0019"
"chr4",38761569,"+","Tcells","p00001",1058,"GTSP0019-2","m6",6,1,0.103950103950104,"TLR10","Illumina","GTSP0019"
"chr4",40197465,"+","Tcells","p00001",16,"GTSP0019-3","m6",6,1,0.103950103950104,"RHOH","Illumina","GTSP0019"
"chr4",40242359,"+","Tcells","p00001",636,"GTSP0019-1","m6",6,1,0.103950103950104,"RHOH","Illumina","GTSP0019"
"chr4",41371586,"+","Tcells","p00001",1,"GTSP0019-4","m6",6,1,0.103950103950104,"LIMCH1","Illumina","GTSP0019"
"chr4",47510450,"+","Tcells","p00001",2154,"GTSP0019-1","m6",6,1,0.103950103950104,"ATP10D","Illumina","GTSP0019"
"chr4",89487580,"+","Tcells","p00001",447,"GTSP0019-3","m6",6,1,0.103950103950104,"GPRIN3","Illumina","GTSP0019"
"chr5",139669649,"-","Tcells","p00001",1334,"GTSP0019-1","m6",6,1,0.103950103950104,"CXXC5","Illumina","GTSP0019"
"chr5",14175296,"-","Tcells","p00001",1775,"GTSP0019-1","m6",6,1,0.103950103950104,"TRIO","Illumina","GTSP0019"
"chr5",142121258,"-","Tcells","p00001",37,"GTSP0019-1","m6",6,1,0.103950103950104,"NDFIP1","Illumina","GTSP0019"
"chr5",14560558,"-","Tcells","p00001",15,"GTSP0019-4","m6",6,1,0.103950103950104,"FAM105A","Illumina","GTSP0019"
"chr5",151214566,"-","Tcells","p00001",463,"GTSP0019-4","m6",6,2,0.207900207900208,"CCDC69","Illumina","GTSP0019"
"chr5",1537468,"-","Tcells","p00001",954,"GTSP0019-4","m6",6,2,0.207900207900208,"LPCAT1","Illumina","GTSP0019"
"chr5",157241903,"-","Tcells","p00001",190,"GTSP0019-2","m6",6,2,0.207900207900208,"ITK","Illumina","GTSP0019"
"chr5",172007293,"-","Tcells","p00001",444,"GTSP0019-4","m6",6,1,0.103950103950104,"FBXW11","Illumina","GTSP0019"
"chr5",172179423,"-","Tcells","p00001",239,"GTSP0019-2","m6",6,1,0.103950103950104,"STK10","Illumina","GTSP0019"
"chr5",177022584,"-","Tcells","p00001",628,"GTSP0019-1","m6",6,1,0.103950103950104,"ZNF346","Illumina","GTSP0019"
"chr5",32732356,"-","Tcells","p00001",546,"GTSP0019-1","m6",6,2,0.207900207900208,"NPR3","Illumina","GTSP0019"
"chr5",60512702,"-","Tcells","p00001",470,"GTSP0019-2","m6",6,1,0.103950103950104,"PART1","Illumina","GTSP0019"
"chr5",68241473,"-","Tcells","p00001",825,"GTSP0019-1","m6",6,1,0.103950103950104,"PIK3R1","Illumina","GTSP0019"
"chr5",103115242,"+","Tcells","p00001",120,"GTSP0019-4","m6",6,1,0.103950103950104,"GIN1","Illumina","GTSP0019"
"chr5",132115702,"+","Tcells","p00001",603,"GTSP0019-2","m6",6,1,0.103950103950104,"CSF2","Illumina","GTSP0019"
"chr5",150844021,"+","Tcells","p00001",109,"GTSP0019-3","m6",6,1,0.103950103950104,"IRGM","Illumina","GTSP0019"
"chr5",173923297,"+","Tcells","p00001",395,"GTSP0019-1","m6",6,1,0.103950103950104,"CPEB4","Illumina","GTSP0019"
"chr5",43018382,"+","Tcells","p00001",1630,"GTSP0019-1","m6",6,2,0.207900207900208,"LOC648987","Illumina","GTSP0019"
"chr5",62282134,"+","Tcells","p00001",139,"GTSP0019-3","m6",6,1,0.103950103950104,"KIF2A","Illumina","GTSP0019"
"chr5",95810054,"+","Tcells","p00001",666,"GTSP0019-1","m6",6,3,0.311850311850312,"GLRX","Illumina","GTSP0019"
"chr6_GL000252v2_alt",3212601,"+","Tcells","p00001",3,"GTSP0019-1","m6",6,1,0.103950103950104,"SKIV2L","Illumina","GTSP0019"
"chr6_GL000254v2_alt",3306862,"+","Tcells","p00001",3,"GTSP0019-1","m6",6,1,0.103950103950104,"SKIV2L","Illumina","GTSP0019"
"chr6",109013390,"-","Tcells","p00001",141,"GTSP0019-1","m6",6,1,0.103950103950104,"SESN1","Illumina","GTSP0019"
"chr6",110867442,"-","Tcells","p00001",1409,"GTSP0019-1","m6",6,1,0.103950103950104,"AMD1","Illumina","GTSP0019"
"chr6",12479306,"-","Tcells","p00001",428,"GTSP0019-4","m6",6,1,0.103950103950104,"EDN1","Illumina","GTSP0019"
"chr6",125843963,"-","Tcells","p00001",151,"GTSP0019-4","m6",6,1,0.103950103950104,"NCOA7","Illumina","GTSP0019"
